Objective function,Crossover,Selection,Tournament percentage,Seed,Algorithm solution,Algorithm fitness
F52014,one_point,tournament,0.1,3196721136,[89.65678366897649; 27.034783923042866; 94.53599412931993; 43.18615633565361; 71.6970887574794; -38.771212120122314; -62.89973282666699; -37.637294923005406; -20.94801678004721; -13.249351416063007; 25.03039708731842; 51.701048055070856; -69.52978750477752; -7.731569238015439; 9.794834898220927; -16.92046753613235; -61.95101041044353; 25.945189184093493; 83.36653752738005; 36.97438141907912],520.1578747500571
F52014,one_point,tournament,0.1,1019644206,[-50.27695079418319; 13.130407640875191; -41.24021158914466; -68.46234831562512; 62.28303444979139; 38.72009375793627; 54.154325832215875; -22.602359907210044; -78.96143834759593; -51.232832235035275; 9.942296318085425; -8.29681837231648; -51.261973335334176; 4.154255248619123; -71.13299264551598; 87.39222516628908; -37.987797913040275; 52.956995324112455; -22.590887460274885; 61.82863859693762],520.1632818555627
F52014,one_point,tournament,0.1,2076903950,[-73.39598276559103; -4.909700152999491; 96.51415245771557; -93.74103827813276; 35.21175214298319; 70.30262520412555; -65.82940250423238; -91.60009949524535; 83.05595721409452; 56.30768378106413; -16.000986408871995; -52.2554132658366; -29.076883626827254; -48.86090143741322; 71.83287150050523; -90.99173957842; -82.9923232256119; -73.02479296920461; 71.3916433844663; 82.52112379287095],520.155268810552
F52014,one_point,tournament,0.1,3978080967,[-80.25588524743537; 35.04436716508809; -45.36838417006868; -0.24384094620802443; 55.64011107063487; 7.9580201729755515; 37.11008937574658; -86.60731574430613; -73.0343063183255; -93.80539581360934; -93.0660330049044; 99.71682412172655; -11.269101242997138; 21.151694563515917; 4.7367658547449025; 81.67288854412448; -20.960262459791565; -18.027640948060125; -39.39842460627747; -22.109948655484473],520.1944243595591
F52014,one_point,tournament,0.1,136784467,[85.64274827269281; 6.074582398124264; -70.42474002463241; -51.08106226342291; 0.33601600247057206; 47.239430837376204; 62.11513739165042; -43.69337746945994; 59.999857134849435; 39.3049116804097; 66.92067218322336; -32.30399585075297; 24.64588046837457; 0.2745377187350897; 40.18721505081095; -40.45286762152931; -16.92409626747167; -52.003834309198105; -9.716354610652871; -34.28466507127406],520.1947201795407
F52014,one_point,tournament,0.1,3740920103,[65.66411177696969; 2.07238233143552; -63.710103853410935; 92.85225970396715; -42.72161883727159; -3.1878070501531113; 47.1418681270697; 77.2451598558917; 38.091022615869434; 67.81665843787624; 9.86340155655705; 26.72822476708876; -65.4722250525598; -91.75763124312995; 66.84481409596088; -19.99556032711172; -44.95006579475933; 17.099978226749187; 53.52813673127966; 43.074979601973695],520.1738880844172
F52014,one_point,tournament,0.1,2529350510,[22.6768324325992; 83.02733010016647; 9.32989861160425; 31.729890918503003; -44.64293051371264; 99.307180547282; -67.89419442740882; 86.36837413975124; 42.070038073805534; 50.929433021545236; -60.069429966893175; 60.75825661701049; -92.8569089457986; -54.86172366637283; -11.585479499537058; -44.514424875880685; 55.033240006568235; -30.011627924509867; -12.179096123141449; -55.02728124936307],520.200824075991
F52014,one_point,tournament,0.1,2802068330,[78.63897633453374; -33.89791541697991; 43.87314319168328; -64.76505492119279; -35.345765647938194; 35.018698102449406; 89.22967024581936; 60.33043468010584; -40.05444142141366; 55.32141499506125; -80.04100673581735; 95.74368662451366; -99.80560070715165; -38.82129174723061; 75.53348657831066; 46.59686137751527; -46.99960760428168; 1.2240104055770473; 92.77810079001739; -79.5871682755583],520.208077682383
F52014,one_point,tournament,0.2,4265049910,[68.6668950708507; 45.121169663441094; -5.762398565083274; -40.988029872764486; 76.62182376780356; 36.01448011885077; 69.16707716581817; 11.354502448255914; -42.02060278196935; -38.928873485162185; 2.962002531032269; 2.7326396821715946; -73.26955425006092; 15.159760866900385; 65.53044013454229; 45.2516798785646; 64.99257297754278; -99.97042714006975; -92.45174601580963; -83.26266946676108],520.0709856409995
F52014,one_point,tournament,0.2,770336493,[-2.349701114479103; -25.939626519495746; 20.09188964786503; 80.18072716524424; 73.0444475539758; -75.19494094836034; -67.85095436916566; -54.63293654741366; -30.005120202124644; -70.48461744475165; 41.910748712022695; -3.291851708576374; -81.19119841655447; -89.7869484785817; -89.31521734187626; -3.8480546131043383; -32.00873541357036; -60.02466699471252; -76.4315504011308; 78.23993274051736],520.0567043835692
F52014,one_point,tournament,0.2,3564686622,[76.70129313585943; -2.9342356559934046; 94.56975250067023; -98.83251670127571; 52.76051186288419; 75.1747187787735; -36.87269755329776; -94.56192343577352; -7.029041467136565; 15.129134191603; -87.99075309891356; -87.29193908109801; 62.972817131539585; -72.78290403051437; -19.38278752897955; 78.72295706129114; 42.06130912994405; 90.00654948786917; -30.374320866332354; 50.83622123979637],520.0982807745908
F52014,one_point,tournament,0.2,940071750,[55.668366284446904; 96.07321259896557; -60.534207695838084; -90.98123601839032; 97.05391627816041; -14.589313886553427; -81.77236883625778; 66.42888312025897; 34.99112310548293; 74.66629640698935; -90.08172278325665; 54.69013690860319; 17.59029349864136; 96.17179708435049; -70.96707002759332; 98.73809859087993; 45.96673728153095; -10.994620918620399; 45.09793068455059; 17.14093610681043],520.0698919578304
F52014,one_point,tournament,0.2,1751560888,[38.661163575021504; 98.10785269679843; -28.654266113465624; 4.123720890856305; 81.9811162167752; 52.75521820159375; 37.216434242875124; -73.66719632615457; 83.9873858439779; -33.2911562860361; -51.06824473417873; -42.30085650143338; 79.47636903636928; -58.79287249008986; 71.30443662797754; -84.2058422139538; 9.995004922686107; 68.08488072721815; 37.97456479119219; 76.2172014584915],520.0547692983487
F52014,one_point,tournament,0.2,4177279734,[42.61603082996973; -63.95518192687237; -67.72460894688115; 11.454790817996738; 56.80837551330268; 69.8354099876029; -73.79823621563027; 41.36203601851966; 78.94717469307776; 99.31574178774162; 11.91816646542867; 34.677381769129425; 50.942048166569066; 96.22098597635005; 23.074211135796645; 43.06108850048099; -72.9817649904983; 78.99261285408372; -61.49401592197861; -67.28707269336267],520.0850208918063
F52014,one_point,tournament,0.2,2354712610,[-7.384833189283; -19.878104345479144; -47.19916273989444; -32.27997187749649; 19.99573690223488; 85.74776108535588; 51.15500686804373; 31.362587880170736; -96.016568963965; -8.76554273243633; 52.92386360513294; -32.27879496435504; 64.27369156233522; 18.23695966465739; 49.97439568844669; 25.96596229056047; -32.01099303008557; 74.05348303652275; 66.74310040721005; -18.110582537924657],520.0817547350545
F52014,one_point,tournament,0.2,2418098436,[6.664278589148381; -85.91915015271692; 59.682291060991645; -65.69878021343234; 63.26414867741207; 66.43489596816528; 47.14581931960578; 89.33051064350377; 94.10023174218378; -8.984845977797278; 28.925562478675317; 60.70983687455421; -86.35856840770599; -58.84984036779706; 87.73422341894516; -14.758003201928545; -68.98966645831628; 42.06174188856494; -49.12100032613693; -18.433462697785757],520.0859444323888
F52014,one_point,tournament,0.2,1315308248,[9.645262929159259; 21.04915007796066; -82.11064169633147; -26.696513974333328; 44.291547899715454; 66.1155232283036; 74.15467560496941; -82.67383978145035; -50.03481599772941; 52.9650749961819; -72.02138426562952; -55.31008991607644; 79.43243016254874; -34.761370755800584; -75.26323243985986; 60.32673589756709; -15.970096086241867; 97.07471359419321; 71.52223287120731; 85.95021488380024],520.0404440748049
F52014,one_point,tournament,0.2,553493915,[-24.33413347879474; -1.958411631665939; -62.45381847558493; 64.04700882217989; -66.07734361650225; 52.32551898409977; 5.209238049189466; 7.354620787247541; -9.984416696150873; -2.9774875738864353; -21.06546850413902; -75.25878905330063; -62.781389106819674; 70.1373973903575; 22.37755432248494; 94.0292405080418; -76.93646081183289; 60.028604475621165; -24.44649507297747; 17.21337246085926],520.0810038697167
F52014,one_point,tournament,0.3,3307688722,[82.65238372732034; 94.0665825955061; 13.574264395233413; 1.7802137197456886; -82.49650456845185; -44.61924413984293; 96.16454479730729; -49.607408932757615; -26.98384893652232; 24.685818369111345; 30.99564891027191; 20.671758117897838; 68.7490877262947; 53.17032885437041; -55.12876615682314; 74.23053613324578; 75.02753674763233; -61.971369812071316; 22.372891731558582; 29.780292956878128],520.0615717322568
F52014,one_point,tournament,0.3,2096428593,[-42.35051132868735; 51.107118611395975; 17.727973539105108; -51.13286793428773; 12.535997546355134; 30.202763051376678; -79.86107614379657; -9.689814938418124; 51.01792043951511; -33.29404433056189; 96.86367024176056; 55.709137406142844; 24.15798270373928; 98.19567914804907; -16.47376090696588; 75.38069691171117; 82.02142353499903; 50.02070285727959; -91.95345491315999; 31.273950252387607],520.0684253058907
F52014,one_point,tournament,0.3,3386481980,[-90.33227180673731; 38.0281259021385; -17.52140651074737; 53.180509382468955; -72.96224026864351; -5.019741700393169; 38.119399701289865; -17.65702355246492; -45.994160314593735; -84.72175830981881; 45.926488477818964; -25.37236146167274; -48.079487889929084; -35.83196478315517; -56.49706561462027; 87.66031651036928; -56.98349080521867; -35.986767696437454; -1.234280711852847; -4.165852650727416],520.0706689240883
F52014,one_point,tournament,0.3,1555687478,[77.69746077711699; -71.91020495242432; 76.10121911881035; -40.9417621515751; -83.39707982008655; 33.226982216236394; 81.2000086697656; -28.58315587675864; -71.93476728057652; 5.396623560616959; -46.02891167832781; 5.733808226101118; -90.49871920182588; 65.21441054266128; 57.699939072156184; -22.05862053249264; -89.98830343025502; 2.013072600638992; -17.051567461839284; -1.0023955163102016],520.0618739365527
F52014,one_point,tournament,0.3,3520780858,[37.63906707858288; 50.061102027973305; -54.39614972117235; 62.26066957486728; 28.69216564750269; 30.59032748523154; 67.21573024418183; 25.41009662359616; 43.9943779076211; -64.72006994440292; -53.11819401181752; -33.325814874703426; -26.619354393147134; -29.790975234266085; -25.20189992633692; 49.195661429151244; 23.01879350294675; -54.964150169243254; -92.2129854078265; -8.429987550420819],520.0620487244136
F52014,one_point,tournament,0.3,1598070759,[63.71766858601569; 23.082652541057897; 55.440083827912645; -58.72126450087374; 25.43098117362858; 49.42807764958778; -46.83878087724553; -37.62166543276324; 73.94597507051526; -97.31474694412809; 97.96212499136035; 74.7546647628129; 91.68449731228623; -47.833582146556395; -56.43496560366077; 74.41882355350592; -53.02825280329755; 16.04478076787086; -29.833931859096083; 5.182826108098723],520.0569847994406
F52014,one_point,tournament,0.3,1121137033,[61.68461787977307; -14.959978051855202; 95.23051561615813; -39.89223954875503; -23.342510606494656; -22.484271956854712; -48.812656411279946; -99.65221788375848; 8.064227562639843; -44.26378601119458; 74.9260287971581; -68.2681186603296; -30.840703495633946; -16.746644409226974; -18.716452240268836; -88.4761287235617; 69.07791177071965; -36.044671374831296; -86.13685073442166; 4.897583037033243],520.072422082912
F52014,one_point,tournament,0.3,110181171,[29.640338683543433; 58.0734660432351; -89.91774773726759; -8.840794709540958; 39.336181724258864; -29.96289226338999; 99.17786150305722; 3.443701340967138; 3.995288023161933; -72.36382710285355; -80.03997118382185; -62.261082737864996; -41.70591842001918; 99.21632497034597; 7.6243796892669735; -55.303242982956725; 69.98940892169324; -3.9236756651577878; 33.592171663476336; 14.053442139594125],520.057247141177
F52014,one_point,tournament,0.3,2651256274,[69.65675345901653; 93.05082720074338; -36.909224939689445; -85.93252688367821; 61.54873622016416; -4.079399799585005; 85.16828799461351; 80.40062429428389; 24.983190179165305; -78.90884455295198; -48.036909532163264; -27.2536532364727; 73.87027934136725; 54.27119785599157; 58.05689442322361; 6.203512273203856; 79.0051215320081; -93.94864090756272; -56.50222728285614; 57.432730991297774],520.0786239910013
F52014,one_point,tournament,0.3,2133772284,[2.6640567995909805; 19.05524324437266; -87.56398554280828; -83.02108305868717; -75.90754652457798; 43.91286228536984; -41.888575550277096; 41.35732180534879; -87.95848229864056; -59.20214600661471; -88.08590942476695; 20.63344162965835; -43.4129913463831; 73.20594820901064; 55.91586786893856; -63.17942695427172; -41.04339399146903; -47.975539624348706; 16.769556385721557; -42.23061115836006],520.0580475074803
F52014,one_point,tournament,0.4,3545548808,[1.6835987397473957; 25.10153900904784; -10.882138450176626; 39.293531921473345; 57.00601423648811; -42.01609593102218; 13.109178840536643; 42.430494576227034; 19.98137702304939; -49.202428394762364; 84.87550841365717; 57.718492918244635; 96.31088201712504; -8.759396030111006; 8.050031914147766; -11.346772100453919; 82.02987701645833; -96.94834503468857; 38.04491680077004; 6.102410534378151],520.0531299801637
F52014,one_point,tournament,0.4,2386809159,[-83.38369331495691; -60.92827457051444; 7.776126843339725; 16.604308557275417; 1.804233439742191; 17.19667447447786; -79.865336969339; 51.36166241160177; -91.96719973455593; -53.038133286244424; 13.971912392732094; 20.7010873332554; -26.392545556727185; 55.16789497424776; 96.19982217242352; -91.10787619501768; -87.93562327005557; 93.02659447381257; 52.220599520207145; 47.30231284047727],520.0467982410916
F52014,one_point,tournament,0.4,2185699539,[-6.3267261288795; -11.906799722957786; -62.801721471783736; 5.216823556360055; 53.945757834162634; -31.340892374441154; -49.779696357949746; 42.368061562347265; 95.97298679889917; 71.90817002882798; -64.09682697196968; 20.699630460781066; 14.99637787690915; -28.823947226789628; -60.89027084074352; -35.244755743124585; -70.97365264638766; 80.0425735735503; -66.62397722315171; 89.70377894986638],520.0502449314694
F52014,one_point,tournament,0.4,65015462,[31.683096013051397; -70.9121432504829; -21.134675995282848; 96.7073711103576; -65.67443343321311; -42.66728410071614; -80.83360929401505; 53.430824047353724; 39.00520167414109; -15.663495766036078; -16.12619788696361; 90.71667288956638; 32.89609746629495; 78.17139217943097; 56.768628679303134; 77.11753646102235; 11.947583980579296; -35.96184700083147; 14.161457179582811; 53.10062122154679],520.0646700593419
F52014,one_point,tournament,0.4,3100321482,[-45.28861235006219; 58.02409087671154; 15.314965375010885; 51.74808158697067; -79.83497352450388; 12.180426804011702; 86.17103389488722; 95.37878076163153; 23.01484512211367; 7.248205854611626; 72.95827517832527; 27.703241246931924; 18.74814355449314; 66.19204869441134; 9.205187875655568; -34.00588355829146; -67.94366220671003; -9.97576130901146; 67.70342228495062; 38.7523147081439],520.0447449053077
F52014,one_point,tournament,0.4,2947284439,[75.63631562003701; 26.12363356931087; 25.629661386262953; -81.34109447321656; -3.2362924954152845; 95.87938995590156; -30.809496647067533; -84.62752435236622; -80.9915019098872; -9.536809300705755; -96.04102237972181; 53.77481426249011; -61.79951877023733; -59.81066599962488; 91.8817545407179; 10.984276639841966; 50.033775581511975; 51.04232363714149; -57.22692229294735; -73.55683039501793],520.0550759047064
F52014,one_point,tournament,0.4,2539254061,[36.66438125244875; -16.888651179732577; -11.818989246549009; -60.80051271623215; -84.60735526216514; -33.82327992438772; -47.87527914217651; 52.347311336024944; 22.972887877084688; 36.66626950194535; 35.96898231999387; 20.68648603333844; -4.008239850840894; 11.168580962159936; -34.47005824493192; -72.92746123918015; 40.96490464242285; 44.02290212133761; -51.77068652134196; 91.49397403164642],520.0595763557591
F52014,one_point,tournament,0.4,2782144819,[-48.35869007835241; 79.0653142557056; 95.56474205017292; -77.47673644462097; 85.65549436220871; -47.02147079577086; 63.15445374166683; -10.58364141588983; 3.0383834980085282; -35.988527923137184; -82.07096669312213; -88.31896110332698; 16.278302517938386; -29.81436340585624; -76.17477566835615; -79.46997022629213; -66.99106583075508; 44.02467632780497; -38.16027450915993; -50.74195135014956],520.0448123264994
F52014,one_point,tournament,0.4,2708582610,[56.65510966618555; -1.9632316194873454; 99.3551158538888; 77.73698763162957; 98.16458906017994; 86.66382682620423; -36.89480181251301; 19.364653972925197; 82.96933934431937; -41.64852342109315; 85.99370973989076; -11.293109525191; 28.730207776639162; 1.2017079380728575; 44.17322554782933; 75.38250587932117; -18.000269245014564; -99.94416541688133; 37.16905408655495; 20.391841727812633],520.0650927792874
F52014,one_point,tournament,0.4,2812429328,[-59.34771417930958; 92.10716961200077; -68.51750174888352; 7.944275072074873; -25.202055749120404; -93.23862140842374; 40.17538257548301; 99.37198286201695; 9.991221281744615; 13.052447461084867; -49.07004099404031; 43.71673106739152; -94.19038449887576; -23.810162740897383; 79.2032270262894; -39.229296387059854; 46.05067045326797; 71.00658586300568; -67.07683875401331; -33.57166025891378],520.0389716505376
F52014,one_point,tournament,0.5,3566087706,[-57.3724208854679; -56.93256778300262; -35.963357275574026; -20.18600683058331; -72.02026318523211; 80.55783615648551; 98.16714339539115; -63.66208281425407; -72.9285785118578; 9.984273342453847; 33.91675139665438; -39.259217801996016; 39.10937073739947; 82.18482863640739; -47.86528179013254; -40.077870671929276; -87.04497770490906; -26.96716941796649; 21.804165246477368; 34.37293999854546],520.0442608846357
F52014,one_point,tournament,0.5,3848002702,[-9.345306788881743; -44.878313902630865; -38.221745267986876; -30.07195233211182; 94.00684353539049; -4.648722644469871; -45.85156299574709; -84.57991797925484; 84.00189229728352; 3.161170903059343; -96.07776861689132; -10.291664249177757; 60.083939433535306; -93.760107481959; -95.11550888143492; -37.438590107217664; -15.971877702908088; 75.01967177483888; -95.45983420745694; -26.245468920583903],520.0419401418192
F52014,one_point,tournament,0.5,3412105657,[92.68806674857706; 78.09178106953476; -64.5459274224321; -39.35969147060317; 29.848066180770758; -1.780898532460796; 51.20527684613785; 34.347864530092664; 63.010405373043056; 50.03063376970698; 8.975760598285106; 54.76825050504209; 74.9956242843916; -62.79650869063875; 26.629917386634716; 82.1671912383998; -73.97265011536838; -9.013528585799762; 57.56465932137658; 35.17298849142853],520.0543642436585
F52014,one_point,tournament,0.5,3433047920,[50.62618532339235; 9.084520743855123; -70.20763532818368; -0.6431058632945081; 31.030131720229235; 44.15523631689712; -79.81061538655104; -1.6506025204236323; 30.015620127842197; 74.6938855911163; -80.06523635339559; -33.25863775342283; -16.03346985363207; 97.20983030526654; -11.707255358065296; -72.263538638633; 1.9830250137854932; 62.991047028303484; -77.09490978788484; 84.36028954971974],520.054931610665
F52014,one_point,tournament,0.5,120364976,[-84.31347492818362; -60.93484216810025; 53.216217665326695; -61.26312890861625; 42.02122174618833; 9.94152592959432; -67.86234697136672; -43.62388628714962; 72.01621219802118; -56.797478194210505; -49.09406538124668; 10.71891451954005; -80.36707214170005; 74.2154663383013; 19.146078641029973; -62.83553658881513; -27.035075459935058; 9.016154131315005; -95.67079898811461; -47.18352286938148],520.0604735121915
F52014,one_point,tournament,0.5,477837875,[98.61154008527313; -53.906761668023236; 38.35489280909346; 51.54616045489888; 92.92901928388267; 68.55361424502382; -73.81780607606474; -58.606440967614894; 34.03690895334813; -61.45494898103754; 13.914731632858704; 14.692022634001361; -39.316725852719834; -29.813862217535217; 4.153491315050786; -30.476273554003157; 74.00922156382; 11.010448256120142; 1.0894895404171479; -54.52187812753246],520.0412453974872
F52014,one_point,tournament,0.5,353539283,[51.59389043013604; -49.89391592126955; 14.372481557099022; -13.16424797039815; -85.01184419141308; -59.67441935257307; 71.18625336879637; -0.6382203852350159; -66.97459187770502; 64.88934686736215; 20.931519179959963; -55.347320788594054; 73.3256507179166; 44.23103560581035; 18.968469886106547; -80.62053338113992; -51.99492782350561; -40.96107507468021; 34.687862104933856; 76.61614169826774],520.048130651097
F52014,one_point,tournament,0.5,1448730539,[-90.34975131615926; -19.94676622016746; -97.23748151308729; 80.00825650098912; -13.81838294008216; 48.62974079314358; 11.173175187570237; 91.36320307358744; -66.95513919314209; -59.60782684223378; -87.02612490818873; -75.26609027796907; -85.98721898356148; 56.130922115891195; 49.92611578788379; 52.232929132716976; -58.00186949271611; 50.04893271778417; 3.199362173271993; 45.43911923357757],520.0478968652493
F52014,one_point,tournament,0.5,2953192995,[72.64752890337672; -55.91087267952466; 15.580375590788748; 34.985805329702345; 13.932111860033288; -82.73157501595074; -56.80302151245529; -25.657032824545183; 92.02162177570949; -26.720174102335577; 35.915157083426266; 87.74962889091248; 92.45090933727457; 11.192983420060784; 79.74443503233607; -13.138034832597896; 60.035567025821365; 10.002247544175802; 74.56340111955723; -67.51732992101867],520.0505841867665
F52014,one_point,tournament,0.5,1530307664,[76.63439285951387; 60.07544471284319; 3.2196948659339597; -98.84867792457548; -39.831906486071176; -58.500021932922785; -19.825643358156086; -26.631701916076935; 80.98953585360744; 71.71021832053529; 33.90138930815937; 61.705338319151736; -67.56677670647383; 82.21596369189618; 3.929116810635591; 59.383274634249034; 86.02354699819378; 68.98501721466499; 7.864286554304229; -73.91924784060733],520.0446814110701
F52014,arithmetic,roulette,None,4278178086,[-13.48835191484924; -5.026041706961646; -38.66205791516004; -5.92101085445343; 43.7711935698979; -12.743259653328998; -14.605355645111738; -13.57757514115917; -18.943549756229324; 20.50342985697873; 12.892966606148244; 6.689335796469187; 17.34083221229902; -0.5431311813639597; -15.201949473720429; -20.080068558275094; -6.550649225710035; 81.06839532716882; 7.679959025859277; -0.14964536878264212],520.7798143723641
F52014,arithmetic,roulette,None,1654753396,[-5.5327007887240285; 6.93677287434036; 14.324843974918863; -11.81145033730008; 58.03272072095125; 16.53746322045076; -0.9265074709935541; 10.36264529578465; -6.033084105216425; -38.042586321545414; 0.8641902886123578; -0.09031952341259844; 3.0184133751241404; -1.8763659085120843; 6.77563451479746; 42.71013307081377; -82.87801850286306; -4.05751802499529; 2.6260023502005505; 12.271279283448408],520.7498986020715
F52014,arithmetic,roulette,None,2412200341,[-7.322176795959251; -4.74435761805627; -13.51106809109385; 20.690010513673304; 52.45236765182889; -5.235153544232165; 5.244440923415061; -7.6881694174914434; -8.989695646074047; -2.718416707739676; -27.14727055187918; 10.670605507764552; -14.934351467034332; 47.446753825814575; -16.760958506970958; -40.32813077031963; 21.87953313997462; -20.965138859495475; 36.50126789206411; 17.537303536880184],520.7174725848503
F52014,arithmetic,roulette,None,2994777232,[18.614596423128674; -7.984839288220766; 15.516109215107399; -36.904263694625854; 0.9158284334387998; -5.640687503223624; 2.2596251681573376; -25.663782741090714; 28.16201578193385; -2.8936500087474513; -3.8557146020383053; 31.76310678464795; 6.79898708852081; 9.268230694727393; 6.9341281949339955; -28.818591303656802; 20.58529718211178; -41.022568675096096; -13.314275847042762; 4.347430053941166],520.7558196268516
F52014,arithmetic,roulette,None,3805310664,[8.680431330682756; 50.75043485996142; -18.851095218058685; 5.876078502348998; -23.340584118098775; 12.018063632041308; -79.67807684257073; -4.75029396611674; 20.981466874223774; -4.051439454868699; 68.94266022056246; -8.311450666727172; -19.498813160629943; -23.755334609627194; -53.0433308432178; 18.91525594372796; 8.171840329101977; -36.96773172432824; 25.90630961425103; -6.683934841620926],520.612191336808
F52014,arithmetic,roulette,None,3953531463,[-44.389031995658826; 23.999970137711312; -1.4736343301841273; -1.4991689527660228; -28.024772982596705; 0.5961564002529941; -17.710418245337564; -61.70692655907779; -7.863884807370363; -26.057075237919168; 2.953445293596943; 1.767038972508928; -14.435493047573916; 6.2546276025796175; -8.69735710125; 31.034804110277175; 4.047325377144448; -23.91292068230966; -11.9328154338938; 18.88919853085322],520.7163088261648
F52014,arithmetic,roulette,None,4198434366,[-6.023389339916537; -8.012042477649633; 13.610291332425422; -37.107083885228235; -0.297285804965453; -8.134334861677312; 87.04753617544372; -16.44086349516756; -2.1681067595513692; -33.06018697542574; -14.090590451238707; 0.7720452509724354; -23.97739611560198; 12.996725934400533; -6.317389378909796; 6.542228206687236; -30.9848522698853; -0.14795365690316742; -11.351116433231514; 0.5686332375919894],520.7612172658502
F52014,arithmetic,roulette,None,1047181858,[-6.433988990078097; -1.9525144922984956; -6.078852203245202; -29.72921719251756; 11.558804802438496; -9.364129109310365; -5.762589650935921; 15.368457510957153; 30.81469450471368; 2.7692072898685574; -4.075460342727316; 16.623465205265834; -6.839852271567819; -87.53787761321217; -16.293171098989617; 22.874400827984562; 8.983098252462309; -10.832292822713779; 18.675908537295992; 26.91614124803109],520.598927147798
F52014,arithmetic,roulette,None,3473232885,[-35.2158258644795; 15.220253046925304; -8.821821436966745; 16.999459912607524; 2.781892107926085; -25.15315429709786; 9.300055848080609; 27.479811061840806; 17.01599906379173; 0.6857661317614143; 22.837501253907405; 6.921536977789835; 22.69689395303088; 5.56185375032713; -8.754518174819104; -3.6732091646729668; 18.999236303374026; -11.995678024566457; 15.907130066855089; -14.005780482061095],520.7070712032058
F52014,arithmetic,roulette,None,1947947689,[-3.257426776612423; 10.11926120117123; 14.434854083225845; -32.96275976540878; 30.45237370607913; 30.483444274705747; -1.9501514588530229; -14.64034794975815; 9.942088210746059; 30.226584717154747; -41.9827860051565; 20.338681133845355; -3.744166904761519; -3.940757984198674; 66.08954401289562; -11.766290244363208; -9.970370221266236; -40.07353975221009; 8.267207266469471; 6.692131833859871],520.6319336101457
F52014,arithmetic,tournament,0.1,25992076,[23.72079886097868; -17.025113246238213; -27.59870052753986; 17.06727607703832; -4.725592783279126; 32.29324344188284; 16.458318384989706; -17.456149092660457; -22.055451387955095; -6.909633757106407; 22.49270087463976; -27.22411872042541; -6.574090577095443; -10.764422404046474; 10.42494368814272; -5.262263435128816; 31.01639772070169; -37.13630150735814; -0.9568137719631713; -5.657462783364261],520.7762397310261
F52014,arithmetic,tournament,0.1,3331462956,[4.753160767743692; -33.91148029405462; 15.117247787101451; 11.377706070936174; 19.576521833806282; 0.5650502181887515; 2.085326611449932; -13.579726374824876; -4.336606415901874; 47.881690273957545; -28.010157402531675; -0.25070451611420985; 6.243894671604854; 15.264307596000517; -17.8377696830699; 18.70276192502979; 34.01801590516142; 14.764550399714157; -17.98752524952384; -13.447760356143998],520.7210472973047
F52014,arithmetic,tournament,0.1,945498633,[13.685654609691866; -1.8738760795428973; 27.54323899034209; 5.006421571647072; 5.584220435425223; 1.6848814402067516; 5.214654054338109; 18.442801968585425; -28.859711228459627; -5.344455596487837; 0.05203367624590112; 5.489430528817794; 68.38134041124192; 1.2029089174416607; -4.978735737040101; -3.0140836363004833; -11.056232508644015; 7.007472943744828; -47.52919619097522; 24.045617065561586],520.5334148138966
F52014,arithmetic,tournament,0.1,3004860737,[-20.49103400271818; -12.77928848555303; 44.0920210040853; -3.9282607045096936; -2.7338977887508182; -22.619739526861782; -13.872932908789558; -7.654129850471625; 36.86912349260348; -18.809111667595886; 31.963556504184055; -15.370906506219498; 12.681593384210517; 9.409205547486467; -44.87437738326919; -12.03968906778549; -10.967763147562701; -18.801435128823247; -11.546714503295892; 7.376031559549291],520.7337370971404
F52014,arithmetic,tournament,0.1,2936259375,[-28.352710086385102; -6.05091200361068; -3.7022334514382402; 8.204614811067225; -6.663586206383737; -20.840289690029287; -13.805866918453729; -17.624372149681644; 6.2404217226503995; 34.88865875924995; -12.961828829482583; 14.635242679841284; -18.58447669469678; -10.844980215509908; 25.316720196865003; 7.292009439403994; 71.87691634697407; 45.69295343224331; -16.182210561707993; -65.52656574052381],520.7154749727287
F52014,arithmetic,tournament,0.1,1791055099,[-20.9634129321411; -26.856023232565917; 4.153480857359757; 32.848834399817925; -6.409985561126867; 1.697755048858192; -19.866485037438085; 5.432657722296478; 14.917729427451233; -0.64117365049432; 59.899671709415024; -43.5186699975225; -11.797238723970388; -2.6460683910657696; 18.931695586493824; 16.6659812711805; -12.238886839109892; -36.85485717156778; -4.83405096812505; 29.918448871778267],520.725844713754
F52014,arithmetic,tournament,0.1,2783384851,[9.494507184199806; -1.7344240498931156; -17.557478589085367; 22.66916431860603; 30.040552306339947; 25.528673013882585; 0.2289869553490748; 26.37526468708383; -27.839936399645985; 5.69487630674422; 0.046412163749478985; -10.4120890286983; 21.346939678755497; 38.27759944538319; 44.58880409098495; 14.723772577486395; -22.032361502675165; -9.879152797299012; -66.30738246373708; 34.20214568352503],520.6031073748275
F52014,arithmetic,tournament,0.1,61097177,[-17.124701082282538; -82.94425124721225; -21.088042549956025; 10.955582260528601; -7.3743362009050974; 69.3265930198138; 23.199310168652904; -14.660942001045635; -26.341945844749272; 41.71384248399788; 83.0093647710321; -34.22799456514527; -23.98816607671926; -92.09340327139333; 1.3884556106488504; -6.067615464442339; -76.96061052772247; 32.17753386887193; 33.97430118196229; 7.859238526525516],520.7081104016902
